Life expectancy,Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
72.9,2004,18,1,13.3,146.9,79.5,0,58.2,1,99,8.8,99,0.1,1259.5,117146,2.1,2.1,0.8,15.3
72.5,2003,184,1,13.2,1030.2,79.5,0,57.6,1,99,8.4,99,0.1,8396.3,1129552,2.1,2.1,0.8,14.9
72.5,2002,184,1,13.3,9,79.5,0,57.1,1,98,7.5,99,0.1,665.6,115868,2.2,2.2,0.8,14.6
72.3,2001,185,1,13.2,7.6,79.5,20,56.6,1,99,7.1,99,0.1,527.9,1187576,2.2,2.2,0.8,14.2
71.7,2000,193,1,12.2,75.4,79.5,1,56.1,1,99,7.6,99,0.1,4623.5,121971,2.3,2.3,0.8,13.9
82.7,2015,49,0,4.3,0,79.5,0,61,0,92,6.1,92,0.1,5734.4,33815,1,0.9,0.9,19
82.5,2014,49,0,7.5,8254,79.5,0,6.6,0,9,8.9,9,0.1,52473.1,327386,1,0.9,0.9,19
82.4,2013,5,0,7.3,764.5,79.5,0,6.2,0,91,8.8,91,0.1,4781.4,323764,1,0.9,0.9,19
82.5,2012,5,0,7.8,6818.5,79.5,0,59.7,0,89,8.7,89,0.1,44333.9,32716,1,0.9,0.9,18.7
82.1,2011,51,0,8.1,7,79.5,0,59.3,0,95,8.7,95,0.1,46.2,31914,0.9,0.9,0.9,18.6
81.8,2010,53,0,8.3,6005.6,79.5,0,58.9,0,96,8.9,96,0.1,41676.4,31841,0.9,0.9,0.9,18.4
81.6,2009,55,0,10.2,687.6,79.5,0,58.5,0,96,9.1,96,0.1,4461.9,318499,0.9,0.9,0.9,18.4
81.4,2008,58,0,8.5,7613.8,79.5,0,58.1,0,98,8.8,98,0.1,55575.3,317414,0.9,0.9,0.9,18.2
81.3,2007,59,0,7.5,12043,79.5,0,57.8,0,97,8.8,97,0.1,68348.3,311566,0.9,0.9,0.9,18.2
81.1,2006,61,0,7.2,1003.1,79.5,0,57.4,0,97,9,97,0.1,5613.5,33782,0.9,0.9,0.9,18.1
81,2005,62,0,7.1,10631.2,79.5,0,56.9,0,95,9.2,95,0.1,56249.8,296734,0.9,0.9,0.9,17.9
88,2004,65,0,6.8,8506.1,79.5,0,56.5,0,99,9.6,99,0.1,46917.3,29274,1,0.9,0.9,18.3
87,2003,65,0,6.6,725.5,79.5,0,55.9,0,97,1.7,97,0.1,3945,289521,1,0.9,0.9,17.6
84,2002,7,0,6.6,5948.1,79.5,0,55.4,0,95,9.9,95,0.1,31996.2,287523,1,0.9,0.9,17.2
80,2001,72,0,6.4,5048.3,79.5,0,54.8,0,92,9.1,92,0.1,28585.9,284968,1,0.9,0.9,17.1
79.7,2000,74,0,6.2,5809.1,79.5,0,54.2,0,98,9.3,98,0.1,31813.4,28125,1,0.9,0.8,16.8
68.3,2015,181,910,4.3,0,87,90387,18.7,1100,86,6.1,87,0.2,1613.2,1395398,26.7,27.3,0.6,11.6
68,2014,184,957,3.1,86.5,79,79563,18.1,1200,84,4.7,85,0.2,1573.1,1293859294,26.8,27.4,0.6,11.6
67.6,2013,187,1000,3.1,67.7,7,13822,17.5,1300,82,4.5,83,0.2,1452.2,127856227,26.8,27.5,0.6,11.5
67.3,2012,19,1100,3.1,65,73,18668,17,1400,79,4.4,82,0.2,1447,126365852,26.9,27.6,0.6,11.3
66.8,2011,193,1100,3,64.6,44,33634,16.4,1500,79,4.3,82,0.2,1461.7,124723629,26.9,27.7,0.6,10.8
66.4,2010,196,1200,2.8,57.7,38,31458,15.9,1600,76,4.3,79,0.2,1345.8,12398691,27,27.8,0.6,10.4
66,2009,2,1300,2.5,0.8,37,56188,15.4,1700,73,4.4,74,0.2,19.3,121427132,27,27.8,0.6,10.5
65.5,2008,23,1300,1.9,43,29,44258,14.9,1800,69,4.3,7,0.3,991.5,119714696,27,27.9,0.6,10.2
65.2,2007,26,1400,1.6,5.2,6,41144,14.4,1900,67,4.2,64,0.3,118.2,1179681239,27.1,28,0.5,9.9
64.8,2006,28,1500,1.4,34.9,6,64185,13.9,2000,66,4.3,65,0.3,792.3,1161977719,27.1,28,0.5,9.7
64.4,2005,211,1500,1.3,3.5,8,36711,13.5,2000,65,4.3,65,0.3,77.8,1144118674,27.2,28.1,0.5,9.4
64,2004,214,1600,1.2,27.3,6,55443,13,2100,58,4.2,63,0.3,621.3,1126135777,27.2,28.2,0.5,9.2
63.7,2003,216,1700,1.2,19.5,79.5,47147,12.6,2200,57,4.3,61,0.3,541.1,11827848,27.3,28.3,0.5,8.6
63.3,2002,219,1700,1.1,17.8,79.5,40044,12.2,2300,58,4.4,59,0.3,466.3,18987112,27.4,28.4,0.5,8.4
62.9,2001,222,1800,1,19,79.5,51780,11.8,2400,58,4.5,59,0.3,447.1,171477855,27.5,28.5,0.5,8.3
62.5,2000,224,1800,0.9,19.3,79.5,38835,11.4,2500,57,4.3,58,0.3,438.9,1535912,27.7,28.6,0.5,8.3
69.1,2015,176,114,4.3,0,78,15099,27.4,136,8,6.1,78,0.3,3336.2,258162113,1.4,1.2,0.7,12.9
68.9,2014,179,119,0.1,200.1,78,12943,26.5,142,8,2.9,78,0.3,3491.6,255131116,1.4,1.2,0.7,12.9
68.7,2013,181,124,0.1,22.8,85,8419,25.6,148,86,2.9,85,0.3,362.7,25232263,1.5,1.3,0.7,12.9
68.5,2012,183,129,0.1,254.5,83,15489,24.7,154,84,2.9,83,0.3,3688,248883232,1.5,1.4,0.7,12.6
68.3,2011,185,134,0.1,211.9,81,21893,23.8,161,81,2.7,81,0.3,3634.3,24577511,1.6,1.5,0.7,12.3
68.1,2010,187,138,0.1,190.5,83,18869,22.9,167,82,2.7,81,0.3,3113.5,242524123,1.6,1.5,0.7,12.1
67.9,2009,189,143,0.1,125.8,82,20818,22.1,174,85,2.8,78,0.3,2254.4,23934478,1.7,1.6,0.6,11.7
67.7,2008,189,149,0.1,10.3,82,15369,21.3,181,83,2.8,77,0.2,216.5,236159276,1.7,1.7,0.6,11.7
67.5,2007,19,154,0.1,102.6,76,19456,2.5,188,77,3.1,73,0.2,1855.9,232989141,1.8,1.7,0.6,11
67.3,2006,191,159,0.1,72,66,20422,19.7,194,78,2.9,72,0.1,1586.3,22983822,1.8,1.8,0.6,10.9
67.2,2005,19,163,0.1,5.4,65,15853,19,201,79,2.8,72,0.1,126.9,22671273,1.9,1.9,0.6,11.1
65.3,2004,213,174,0.1,55.4,64,29171,18.2,237,79,2.4,71,0.1,1148.6,223614649,1.9,1.9,0.6,11
66.9,2003,189,173,0.1,8.5,64,24457,17.5,215,8,2.5,71,0.1,164.6,22545214,1.9,11,0.6,10.8
66.7,2002,189,177,0.1,43.2,63,14492,16.7,222,8,2.3,7,0.1,899.6,2175859,11,11.1,0.6,10.6
66.5,2001,188,182,0.1,34,62,3825,16,229,77,2.2,76,0.1,748,2145652,11,11.1,0.6,10.6
66.3,2000,188,187,0.1,3.4,65,3344,15.4,237,72,2,75,0.1,78.9,21154429,11,11.2,0.6,10.7
75.5,2015,83,18,4.3,0,98,615,59.7,21,98,6.1,98,0.1,6938.3,13452239.1,8.5,8.6,0.8,14.8
75.4,2014,83,19,0,0,99,99,58.5,22,99,6.9,99,0.1,6938.3,13452239.1,8.3,8.4,0.8,14.9
75.3,2013,83,20,0,0,99,189,57.2,23,98,6.5,98,0.1,6938.3,13452239.1,8.2,8.3,0.8,15
75.1,2012,85,21,0,0,98,332,56,24,99,7,99,0.1,6938.3,13452239.1,8,8.2,0.8,13.6
74.7,2011,93,22,0,0,99,73,54.8,25,99,7.1,99,0.1,6938.3,13452239.1,7.9,8.1,0.7,13.1
74.1,2010,16,22,0,0,99,538,53.6,26,99,8.2,99,0.1,6938.3,13452239.1,7.8,8,0.7,12.9
73.3,2009,122,23,0,0,99,262,52.5,27,99,7.6,99,0.1,6938.3,13452239.1,7.7,7.9,0.7,12.8
72.7,2008,135,24,0,0,99,127,51.4,28,99,6.3,99,0.1,6938.3,13452239.1,7.6,7.8,0.7,12.1
72.4,2007,138,25,0,0,97,133,5.4,29,98,5.8,99,0.1,6938.3,13452239.1,7.5,7.8,0.7,11.8
72.2,2006,139,26,0,0,98,220,49.4,30,99,6,98,0.1,6938.3,13452239.1,7.4,7.7,0.7,11.4
72,2005,139,27,0,0,94,7,48.5,32,95,6.6,95,0.1,6938.3,13452239.1,7.4,7.7,0.7,11.4
71.8,2004,139,28,0,0,95,3,47.6,33,98,5.9,99,0.1,6938.3,13452239.1,7.4,7.7,0.7,11.8
75,2003,154,29,0,0,98,11644,46.9,35,99,5.4,99,0.1,6938.3,13452239.1,7.5,7.7,0.7,11.8
71.2,2002,142,31,0,0,99,9554,46.2,37,99,5.4,99,0.1,6938.3,13452239.1,7.6,7.7,0.7,11.9
78,2001,146,33,0,0,94,9582,45.5,40,95,5.2,96,0.1,6938.3,13452239.1,7.7,7.8,0.7,11.6
73,2000,15,35,0,0,99,11874,44.9,43,99,4.5,99,0.1,6938.3,13452239.1,7.8,7.9,0.7,11.6
68.9,2015,182,32,4.3,0,56,1433,59.1,38,63,6.1,58,0.1,4974.3,36115649,5.3,5.1,0.6,10.1
67.9,2014,199,32,0,43.5,62,1317,58.5,39,67,5.5,64,0.1,673.7,3568,5.3,5.1,0.7,10.1
69.5,2013,17,32,0,447.4,66,669,57.8,39,7,5.9,68,0.1,6925.2,33883145,5.3,5.1,0.7,10.3
76,2012,147,32,0,429.7,61,15,57.2,39,7,5.3,69,0.1,6651.1,32776571,5.3,5.1,0.7,10.5
77,2011,144,32,0.2,285.1,77,15,56.5,39,8,3.3,79,0.1,5854.6,3172753,5.3,5.1,0.6,10.4
76,2010,145,32,0.2,21.8,72,492,55.8,39,74,3.8,74,0.1,452.7,376271,5.3,5.1,0.6,10.4
74,2009,148,32,0.2,185.6,75,30328,55.2,39,78,4.7,78,0.1,3735.1,29894652,5.4,5.1,0.6,10.3
69.3,2008,167,32,0.2,192.2,66,5494,54.5,38,71,3.9,69,0.1,4521.3,29111417,5.4,5.1,0.6,10.3
65.9,2007,227,31,0.1,146.8,56,230,53.8,38,74,3.7,57,0.1,3129.2,2839433,5.4,5.1,0.6,10.2
64.7,2006,249,31,0,75.3,59,474,53.2,38,63,3,59,0.1,2351.8,27697912,5.4,5.1,0.6,10.2
66.8,2005,29,31,0.2,59.2,65,908,52.5,37,69,4.1,65,0.1,1849.6,278426,5.4,5.2,0.6,10.1
67.2,2004,21,30,0.3,44.1,62,9081,51.9,37,69,5.6,74,0.1,1391.8,2631669,5.4,5.2,0.6,9.8
66.5,2003,213,30,0.1,0,63,0,51.3,37,73,4.4,75,0.1,6938.3,25627626,5.5,5.2,0.6,9.4
74,2002,14,30,0.2,0,65,0,5.6,37,76,6.1,77,0.1,6938.3,24939299,5.5,5.3,0.6,9.1
72,2001,142,30,0.2,0,66,4088,5.1,37,8,6.1,78,0.1,6938.3,24251649,5.6,5.3,0.6,8.7
70,2000,144,30,0.2,0,67,726,49.5,37,83,6.1,8,0.1,6938.3,23565413,5.6,5.4,0.6,8.6
81.4,2015,64,0,4.3,0,95,4,62.8,0,95,6.1,95,0.1,6664.1,4676835,0.3,0.2,0.9,18.6
81.2,2014,66,0,10.8,746.4,95,33,62.1,0,96,7.8,96,0.1,5553.3,4617225,0.3,0.2,0.9,18.6
81,2013,67,0,10.5,703.6,95,51,61.3,0,96,8.1,96,0.1,5234.8,4598294,0.3,0.2,0.9,18.6
85,2012,69,0,11.5,6616.7,95,107,6.5,0,95,8.3,95,0.1,49231.4,4586897,0.3,0.2,0.9,18.5
84,2011,7,0,11.7,6387,95,285,59.7,0,95,8.2,95,0.1,52567.5,4576794,0.3,0.2,0.9,18.5
86,2010,68,0,11.9,4509.2,46,443,58.9,0,94,8.8,94,0.1,48538.6,456155,0.3,0.2,0.9,18.2
79.7,2009,77,0,11.4,7620.8,79.5,164,58.2,0,94,9.5,94,0.1,51983.8,4535375,0.3,0.2,0.9,17.9
79.8,2008,75,0,12.7,9528.2,79.5,57,57.4,0,93,8.6,93,0.1,61235.4,4489544,0.3,0.2,0.9,17.9
79.5,2007,75,0,13.6,9797.6,79.5,64,56.6,0,92,7.6,92,0.1,61388.2,4398942,0.3,0.2,0.9,17.6
79,2006,78,0,13.4,9126.9,79.5,87,55.8,0,91,7.2,91,0.1,54327,4273591,0.3,0.2,0.9,17.6
78.7,2005,78,0,13.3,973.7,79.5,95,55.1,0,9,7.3,9,0.1,5886.8,4159914,0.3,0.2,0.9,17.5
78.3,2004,82,0,13.3,8040.2,79.5,334,54.4,0,89,7.3,89,0.1,47631.6,47262,0.3,0.2,0.9,17.1
78,2003,82,0,13.2,675.2,79.5,584,53.6,0,86,7.5,86,0.1,4117.2,3996521,0.3,0.2,0.9,16.8
77.4,2002,88,0,14.2,5092.4,79.5,243,52.9,0,83,6.9,83,0.1,32539.2,3931947,0.3,0.3,0.9,16.5
77,2001,89,0,14.3,4264.6,79.5,241,52.2,0,84,6.6,84,0.1,28223.6,3866243,0.3,0.3,0.9,16.4
76.4,2000,94,0,14.1,3794.6,79.5,0,51.5,0,86,6.3,86,0.1,26241.9,385174,0.3,0.3,0.8,16.2
82.5,2015,58,0,4.3,0,96,80,64.9,1,95,6.1,95,0.1,35729.4,8381,1.2,1.1,0.9,16
82.2,2014,6,1,2.6,4348.3,97,6,64.6,1,95,7.8,95,0.1,37582.8,82157,1.2,1.1,0.9,16
82.1,2013,61,1,2.7,4279.9,97,50,64.2,1,96,7.9,96,0.1,36393.7,8595,1.2,1.1,0.9,15.9
81.8,2012,6,1,2.8,3830.2,97,211,63.8,1,94,7.7,94,0.1,32569.6,7915,1.2,1.1,0.9,15.9
81.8,2011,61,1,2.7,3793.2,98,70,63.4,1,94,7.4,94,0.1,33657.2,77658,1.2,1.1,0.9,15.8
81.7,2010,61,1,2.6,409.4,97,23,63,1,95,7.4,95,0.1,3662,76236,1.2,1.1,0.9,15.7
81.5,2009,63,1,2.6,508.7,98,5,62.6,1,96,7.5,96,0.1,27795.9,74856,1.2,1.1,0.9,15.6
81,2008,65,1,2.5,471.6,99,931,62.1,1,94,7.3,94,0.1,29657.4,7388,1.1,1.1,0.9,15.8
84,2007,68,1,2.3,4.3,99,539,61.6,1,95,7.4,95,0.1,258.6,7181,1.1,1.1,0.9,15.7
84,2006,68,1,2.2,33.6,96,9,61.1,1,94,7.4,95,0.1,2195.2,7537,1.1,1.1,0.9,15.7
80,2005,71,1,2.4,250.9,96,2,6.6,1,95,7.4,93,0.1,2611.2,6931,1.1,1.1,0.9,15.8
81,2004,69,1,2.2,1895.3,99,116,6.1,1,95,7.4,95,0.1,19888.2,689,1.1,1.1,0.9,15.9
79.7,2003,71,1,2.3,1731.8,98,124,59.6,1,93,7.4,93,0.1,18947,66897,1.1,1.1,0.9,16
79.3,2002,74,1,2.5,1701.2,98,2,59.2,1,91,7.5,9,0.1,18431.2,657,1.1,1.1,0.9,15.3
79.3,2001,74,1,2.5,22.3,96,19,58.7,1,93,7.6,92,0.1,236.2,6439,1.1,1.1,0.9,15.1
78.9,2000,76,1,2.5,199.9,98,36,58.3,1,93,7.1,93,0.1,2152.1,6289,1.1,1.1,0.8,15.2
82.7,2015,56,1,4.3,0,93,159,63.6,2,93,6.1,93,0.1,349.1,673582,0.6,0.6,0.9,16.3
82.5,2014,57,2,7.6,4831.6,95,0,63.1,2,95,9.3,95,0.1,35396.7,678914,0.6,0.6,0.9,16.3
82.3,2013,58,2,7.4,483.2,96,0,62.6,2,96,9.2,96,0.1,3537.3,6233948,0.5,0.6,0.9,16.5
82,2012,6,2,7.5,4793.9,96,376,62.1,2,96,9.3,97,0.1,34814.1,59539717,0.5,0.6,0.9,16.6
82,2011,6,2,7,5439.7,96,5189,61.5,2,96,9.3,96,0.1,38334.7,59379449,0.5,0.5,0.9,16.4
81.8,2010,6,2,7,5219.7,96,372,61,2,96,9.4,96,0.1,35849.4,59277417,0.5,0.5,0.9,16.4
81.6,2009,61,2,7.3,5243.3,96,351,6.5,2,96,9.4,96,0.1,36976.8,5995365,0.5,0.5,0.9,16.3
81.5,2008,61,2,8,66.4,96,1617,59.9,2,96,8.9,96,0.1,464.2,58826731,0.5,0.5,0.9,16.3
81.3,2007,63,2,8.4,5228.8,97,321,59.4,2,97,8.5,97,0.1,37698.8,5843831,0.5,0.5,0.9,16.1
81.2,2006,65,2,8.4,473.2,96,439,58.8,2,97,8.8,96,0.1,3341.7,58143979,0.5,0.5,0.9,16
88,2005,66,2,8.7,4506.3,96,135,58.2,2,97,8.7,95,0.1,31959.3,57969484,0.5,0.5,0.9,15.8
89,2004,66,2,9,4270.9,96,599,57.6,3,97,8.5,94,0.1,31174.6,57685327,0.5,0.5,0.8,15.6
79.9,2003,72,2,9.3,3519.3,95,10982,57,3,97,8.2,96,0.1,27387.2,5731323,0.5,0.5,0.8,15.4
80,2002,72,2,9.3,2883.3,95,9385,56.4,3,96,8.2,93,0.1,22196.6,57597,0.5,0.5,0.8,15.2
79.8,2001,75,2,9.7,3.1,95,0,55.7,3,96,8.1,93,0.1,24.8,569741,0.5,0.5,0.8,14.9
79.4,2000,77,3,9.8,31.5,94,1457,55,3,97,7.9,87,0.1,251.2,5694218,0.5,0.5,0.8,14.8
76.2,2015,125,1,4.3,0,91,0,54.2,1,91,6.1,91,0.5,4966,2871934,1.8,1.7,0.7,12.8
75.8,2014,133,1,3.8,427.3,92,0,53.5,1,93,5.4,92,0.5,4855.7,286287,1.8,1.7,0.7,12.8
75.6,2013,136,1,3.8,5.5,93,0,52.7,1,86,5.9,93,0.6,56.1,285187,1.8,1.7,0.7,12.8
75.3,2012,138,1,3.7,37.2,96,0,52,1,96,5.7,96,0.5,521.3,284992,1.8,1.7,0.7,12.8
75.2,2011,139,1,3.6,33.2,92,1,51.2,1,93,5.2,92,0.6,513.5,2829493,1.8,1.7,0.7,12.8
75,2010,138,1,3.6,396.6,94,0,5.5,1,94,5.3,94,0.5,4682.7,281721,1.8,1.7,0.7,12.7
74.7,2009,142,1,3.3,235.7,9,0,49.7,1,9,5.2,9,0.6,4293.4,28482,1.9,1.7,0.7,12.7
74.5,2008,145,1,3.5,31.8,92,2,48.9,1,91,5.4,91,0.4,492.5,279122,1.9,1.7,0.7,12.6
74.2,2007,148,1,3.6,25.6,92,0,48.1,1,94,4.9,92,0.9,462.5,2775467,1.9,1.7,0.7,12.5
74,2006,15,1,3.6,194.1,97,0,47.2,1,99,4.2,95,1.5,4313.2,276279,1.9,1.7,0.7,12.5
73.5,2005,161,1,3.6,17,99,0,46.3,1,99,4.7,99,1.9,482.2,2744673,1.9,1.7,0.7,12.4
73.3,2004,165,1,3.7,192.3,98,0,45.4,1,97,4.8,98,2.3,3720,2728777,1.9,1.8,0.7,11.1
73.1,2003,166,1,3.5,155.6,36,0,44.5,1,99,4.6,96,2.3,3465.2,2712511,1.9,1.8,0.7,11.9
73,2002,167,1,3.8,211.1,79.5,0,43.5,1,99,4.9,99,2.3,3596.5,2695446,2,1.8,0.7,11.7
72.7,2001,171,1,3.9,160.2,79.5,0,42.5,1,99,5.3,99,2.2,3394.9,267711,2,1.8,0.7,10.9
72.6,2000,171,1,3.5,24.8,79.5,0,41.6,1,95,5.8,93,2.2,336.9,2656864,2,1.9,0.7,11.4
83.7,2015,55,2,4.3,0,79.5,35,29,3,99,6.1,96,0.1,34474.1,127141,2.1,1.8,0.9,15.3
83.5,2014,57,2,0,88.8,79.5,462,28.6,3,99,1.2,96,0.1,3896.2,127276,2,1.7,0.9,15.3
83.5,2013,56,2,7.6,94.4,79.5,229,28.2,3,99,1.3,96,0.1,4454.4,127445,2,1.7,0.9,15.3
83.3,2012,58,2,7.4,121.6,79.5,228,27.8,3,99,1.2,97,0.1,4863.5,127629,1.9,1.7,0.9,15.3
82.5,2011,64,3,7.4,9498.7,79.5,434,27.4,4,96,1.7,97,0.1,48168,127833,1.9,1.6,0.9,15.1
83,2010,62,3,6.9,863,79.5,450,26.9,4,98,9.6,97,0.1,4457.7,1287,1.9,1.6,0.9,15.1
83,2009,64,3,7.1,899.2,79.5,741,26.4,4,99,9.5,97,0.1,4855.2,12847,1.8,1.6,0.9,15
82.7,2008,66,3,7.1,7313.2,79.5,11015,25.9,4,98,8.6,98,0.1,39339.3,12863,1.8,1.5,0.9,15
82.6,2007,67,3,7.3,6600,79.5,0,25.4,4,97,8.3,98,0.1,35275.2,1281,1.8,1.5,0.9,15
82.4,2006,68,3,7.5,6502.1,79.5,520,24.9,4,95,8.2,98,0.1,35434,127854,1.7,1.5,0.9,14.9
82,2005,69,3,8,6799.7,79.5,0,24.4,4,95,8.2,98,0.1,37217.6,127773,1.7,1.5,0.9,14.9
82.1,2004,68,3,7.7,6746.3,79.5,8752,23.8,4,97,8.3,99,0.1,37688.7,127761,1.7,1.4,0.9,14.8
81.9,2003,7,3,7.8,578.7,79.5,8286,23.4,5,97,8,97,0.1,3488.4,127718,1.7,1.4,0.9,14.8
81.8,2002,7,3,7.9,5250.2,79.5,33812,22.9,5,89,7.9,96,0.1,32289.4,127445,1.7,1.4,0.9,14.7
81.5,2001,72,4,8,5486.5,79.5,22552,22.5,5,81,7.8,95,0.1,33846.5,127149,1.7,1.4,0.9,14.6
81.1,2000,74,4,8,5926.3,79.5,22497,22.2,5,98,7.5,85,0.1,38532.5,126843,1.6,1.4,0.9,14.5
74.1,2015,112,4,4.3,0,99,0,65.6,4,99,6.1,99,0.1,497,915932,4,4,0.7,13.1
74,2014,113,4,0.4,63.9,98,20,64.8,4,98,7.5,98,0.1,466.9,88936,3.9,3.9,0.7,13.1
73.9,2013,114,4,0.4,546.6,98,120,64,4,98,7.2,98,0.1,3992.9,8413464,3.9,3.9,0.7,13.1
73.7,2012,115,4,0.4,67.7,98,3,63.2,4,98,8,98,0.1,387.8,7992573,3.9,3.9,0.7,12.9
73.6,2011,116,4,0.4,68.9,98,0,62.4,4,98,8.4,98,0.1,387.3,7574943,3.8,3.9,0.7,13.1
73.4,2010,117,4,0.5,716,98,0,61.7,4,98,8.4,98,0.1,3679.2,718239,3.8,3.8,0.7,13.2
73.3,2009,118,4,0.6,668.7,98,0,6.9,4,98,9.5,98,0.1,3492.1,6821116,3.8,3.8,0.7,13.6
73.1,2008,119,4,0.6,535.3,97,2,6.1,4,98,8.8,97,0.1,3385.7,6489822,3.8,3.8,0.7,13.6
73,2007,12,4,0.6,373.3,98,41,59.3,4,98,8.4,98,0.1,2762.9,6193191,3.8,3.8,0.7,13.6
72.8,2006,121,4,0.6,313.4,98,1,58.6,4,98,8.8,98,0.1,2537.3,5934232,3.9,3.8,0.7,13.7
72.4,2005,127,4,0.6,27.4,95,28,57.8,4,95,8.9,95,0.1,223.8,5714111,3.9,3.8,0.7,13.8
72.5,2004,125,4,0.5,32.5,95,21,57,4,95,9.5,95,0.1,261.5,5535595,3.9,3.8,0.7,13.5
72.3,2003,127,4,0.5,228.8,97,76,56.3,4,97,9.2,97,0.1,1889.2,5396774,3.9,3.9,0.7,13.2
72.1,2002,129,4,0.5,259.2,95,19,55.5,4,95,9.7,95,0.1,1812.3,5287488,3.9,3.9,0.7,13
71.9,2001,131,4,0.6,248.7,97,61,54.8,4,97,9.9,99,0.1,1728.3,5193482,4,3.9,0.7,12.7
71.7,2000,133,4,0.5,227.3,93,32,54,4,94,9.7,91,0.1,1657.9,51313,4,4,0.7,12.6
72,2015,198,4,4.3,0,98,526,53.1,5,98,6.1,98,0.1,160,17544126,2.4,2.5,0.8,15
69.9,2014,22,5,6.3,24.4,95,321,52.3,5,95,4.4,95,0.1,1286.6,17289224,2.4,2.5,0.8,15
69.5,2013,28,5,6.5,26.4,99,73,51.4,6,98,4.3,98,0.1,1389.9,1735275,2.4,2.5,0.8,15
69.1,2012,214,6,6.8,235.4,95,55,5.6,7,98,4.3,99,0.1,12387.2,16791425,2.4,2.5,0.8,14.7
68.5,2011,224,7,6.6,179.2,99,127,49.9,7,99,4.6,99,0.1,11634.4,165566,2.3,2.5,0.8,14.4
67.8,2010,236,7,6.8,11.2,99,4,49.2,8,98,4.4,99,0.1,97.6,16321581,2.3,2.5,0.8,14.5
67.8,2009,235,7,6.6,808.2,99,0,48.5,8,99,4.1,98,0.1,7165.3,169271,2.3,2.5,0.8,14.6
66.6,2008,258,8,7.6,708.3,99,20,47.9,9,99,3.7,99,0.1,8513.6,15674,2.4,2.5,0.8,14.6
65.3,2007,288,8,7.4,499.7,94,13,47.3,9,94,3.2,93,0.1,6771.4,15484192,2.4,2.5,0.8,14.7
65,2006,295,8,7.1,76.2,99,109,46.8,9,99,3.7,99,0.1,5291.6,153884,2.4,2.5,0.7,14.3
64.6,2005,294,8,6.9,351.9,94,16118,46.3,9,99,4.7,98,0.1,3771.3,1514729,2.4,2.5,0.7,13.9
64.7,2004,287,8,6.6,33.9,99,2204,45.8,9,99,4,82,0.1,2874.3,1512985,2.5,2.6,0.7,13.5
64.4,2003,282,8,6.6,23.4,99,24,45.3,9,99,3.7,99,0.1,268.1,149918,2.5,2.6,0.7,13.1
64.7,2002,276,8,6,145.1,95,18,44.8,9,95,3.6,95,0.1,1658.3,14858948,2.6,2.6,0.7,12.7
64.4,2001,284,8,5.8,12.6,95,94,44.4,10,95,3.5,95,0.1,149.9,14858335,2.6,2.7,0.7,12.3
63.9,2000,292,9,6,112.5,99,245,43.9,10,96,4.2,97,0.1,1230,14883626,2.7,2.7,0.7,12.1
63.4,2015,249,54,4.3,0,89,95,22,75,83,6.1,89,2.8,1350,47236259,7.8,7.6,0.6,11.1
62.9,2014,255,56,0,171,92,354,21.3,79,93,5.7,92,2.9,1335.6,462425,7.8,7.7,0.5,11.1
62.6,2013,258,58,1.8,165.9,93,190,2.7,81,94,5.6,87,3,1229.1,44826849,7.9,7.7,0.5,11.1
62.1,2012,263,59,1.8,154.2,94,0,2.1,84,94,5.5,94,3,1155.3,43646629,8,7.8,0.5,11.1
61.2,2011,278,60,1.8,109.7,96,2395,19.5,86,97,5.2,96,3.4,987.4,42486839,8.1,7.9,0.5,11.1
63,2010,294,61,1.7,56.6,9,95,18.9,89,9,4,9,4.3,967.3,4135152,8.2,8,0.5,11.1
59.1,2009,317,62,1.9,7.1,88,1218,18.4,91,89,4.2,88,5,92.8,423724,8.2,8.1,0.5,10.7
57.9,2008,339,64,1.7,60.5,88,1282,17.9,95,88,3.9,88,6.4,916.9,39148416,8.3,8.2,0.5,10.4
56.8,2007,356,66,2,59.8,81,1516,17.3,100,76,4.8,81,9.1,839.2,388599,8.4,8.3,0.5,10.1
55.3,2006,388,68,1.8,52.6,8,1847,16.9,104,77,4.2,8,10.3,697.7,37525,8.5,8.4,0.5,9.7
54.1,2005,412,70,1.8,39.6,76,153,16.4,108,7,4.4,76,11.6,519.8,3648288,8.6,8.5,0.5,9.6
53,2004,432,72,1.4,36.3,73,20,15.9,112,73,4.3,73,13.2,458.9,3574931,8.7,8.6,0.5,8.9
52.4,2003,437,74,1.5,35.9,73,65,15.5,115,75,4.5,73,14.5,436.7,3413852,8.8,8.8,0.5,8.2
52.1,2002,437,76,1.7,32.7,84,766,15.1,118,83,4.5,84,15.7,395.8,332149,8.9,8.9,0.5,8.5
51.9,2001,434,77,1.6,3.8,79.5,11304,14.7,120,77,4.6,8,16.9,41.8,32321482,9,9,0.4,8.4
51.9,2000,428,77,1.5,0.7,79.5,21002,14.4,121,8,4.7,82,18.1,44,3145483,9.2,9.1,0.4,8.4
66.3,2015,198,0,4.3,0,82,0,77.6,0,8,6.1,78,0.1,1424.5,11247,0.1,0.1,0.6,11.9
